Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,YS-21880,Yoseph Carroll,Corporate,United States,Houston,Texas,77095,Central,OFF-AP-10002684,Office Supplies,Appliances,Ativa V4110MDD Micro-Cut Shredder,407.98,2,0,132.59
CA-2017-121258,2017-01-16,2017-01-20,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,TEC-MA-10004722,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2899.99,3,0.2,579.99
CA-2017-121258,2017-01-16,2017-01-20,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003447,Furniture,Furnishings,Tenex Lockers Gray,1044.63,7,0,104.46
CA-2017-121258,2017-01-16,2017-01-20,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10000249,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,29.60,4,0,13.32
CA-2017-119914,2017-05-04,2017-05-09,Second Class,CC-12370,Clay Cheatham,Consumer,United States,Orlando,Florida,32812,South,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.55,2,0.2,1.14
CA-2017-119914,2017-05-04,2017-05-09,Second Class,CC-12370,Clay Cheatham,Consumer,United States,Orlando,Florida,32812,South,OFF-BI-10004995,Office Supplies,Binders,GBC Wire Binding Strips,20.98,3,0.2,6.92
CA-2014-107727,2014-10-14,2014-10-20,Standard Class,MB-18085,Michael Bauer,Consumer,United States,Naperville,Illinois,60540,Central,OFF-PA-10002447,Office Supplies,Paper,Wirebound Message Books 5-1/2" x 4",12.96,3,0.2,4.54
CA-2014-107727,2014-10-14,2014-10-20,Standard Class,MB-18085,Michael Bauer,Consumer,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,45.00,6,0,16.20
CA-2014-107727,2014-10-14,2014-10-20,Standard Class,MB-18085,Michael Bauer,Consumer,United States,Naperville,Illinois,60540,Central,FUR-BO-10004834,Furniture,Bookcases,O'Sullivan 2-Door Library,261.96,2,0,78.59
US-2017-156909,2017-07-16,2017-07-18,First Class,TB-21400,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003256,Office Supplies,Paper,Xerox 1916,15.66,3,0.2,5.65
CA-2015-135545,2015-09-06,2015-09-12,Standard Class,AG-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,TEC-AC-10003832,Technology,Accessories,Verbatim 25GB 6x Blu-ray Single Layer Recordable Disc 25/Pack,113.97,9,0.2,22.79
CA-2015-135545,2015-09-06,2015-09-12,Standard Class,AG-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-EN-10002986,Office Supplies,Envelopes,Tyvek Envelopes,15.55,1,0,6.66
CA-2017-100006,2017-12-11,2017-12-15,Standard Class,SB-20185,Sean Braun,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Durable Binders,4.94,2,0.4,0.74
CA-2017-100006,2017-12-11,2017-12-15,Standard Class,SB-20185,Sean Braun,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002671,Office Supplies,Art,Sanford Colorific Colored Pencils 12/Box,8.69,2,0.2,2.78
CA-2017-100006,2017-12-11,2017-12-15,Standard Class,SB-20185,Sean Braun,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000486,Technology,Phones,AT&T CL83451 4-Handset Telephone,911.42,7,0.2,91.14
CA-2014-115546,2014-01-18,2014-01-22,Standard Class,JH-15985,Janet Hutchinson,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones International Size Ring Binder Black,14.56,2,0,5.10
CA-2017-138599,2017-04-20,2017-04-24,Standard Class,AT-10195,Allen Tran,Consumer,United States,Orem,Utah,84057,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Simplefile Box Office Edition,16.74,2,0,3.35
CA-2017-138599,2017-04-20,2017-04-24,Standard Class,AT-10195,Allen Tran,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10004848,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,114.24,6,0.2,17.14
CA-2014-161018,2014-10-21,2014-10-28,Standard Class,SV-20320,Stefani Vittorini,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10004042,Office Supplies,Art,Newell 335,3.54,3,0.2,1.27
US-2015-103954,2015-07-30,2015-08-02,Second Class,JG-15685,Janet Graham,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10003645,Technology,Phones,Cisco SPA301 1-Line IP Phone,211.96,7,0.2,42.39
CA-2015-149223,2015-09-07,2015-09-12,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10001492,Office Supplies,Paper,Adams Phone Message Book Two-Part Carbonless,10.08,3,0.2,3.63
CA-2015-149223,2015-09-07,2015-09-12,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000358,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,23.98,7,0.2,7.19
CA-2015-149223,2015-09-07,2015-09-12,Standard Class,KB-16585,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10004675,Office Supplies,Paper,Xerox 1999,13.02,3,0.2,3.12
US-2017-136544,2017-05-21,2017-05-27,Standard Class,SW-20995,Sanjit Engle,Consumer,United States,Evansville,Indiana,47708,Central,OFF-ST-10003442,Office Supplies,Storage,Sterilite Officemate Portable File Storage Box with Lid,43.78,2,0.2,8.76
US-2017-136544,2017-05-21,2017-05-27,Standard Class,SW-20995,Sanjit Engle,Consumer,United States,Evansville,Indiana,47708,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,7.70,5,0.2,2.31
CA-2014-132786,2014-03-17,2014-03-22,Standard Class,PC-18850,Peter Cole,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,Wilson Jones Flexible Poly Round Ring Binders,31.92,4,0.2,9.58
CA-2014-132786,2014-03-17,2014-03-22,Standard Class,PC-18850,Peter Cole,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002743,Office Supplies,Storage,Eldon Portable Mobile Manager,208.16,8,0.2,52.04
CA-2015-167798,2015-06-08,2015-06-13,Standard Class,DW-13255,Dave Brooks,Consumer,United States,Costa Mesa,California,92627,West,TEC-AC-10003195,Technology,Accessories,Imation 3.5" DS/HD IBM Formatted Diskettes 10/Box,27.50,11,0.2,8.25
CA-2014-143567,2014-03-09,2014-03-14,Standard Class,SC-20575,Steve Chapman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002267,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section 5-1/2" x 3-3/16",13.48,7,0,5.93
CA-2014-143567,2014-03-09,2014-03-14,Standard Class,SC-20575,Steve Chapman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001492,Office Supplies,Appliances,Acco 7-Outlet Masterpiece Power Center Professional Series,90.57,3,0,27.17
US-2016-134026,2016-11-20,2016-11-24,Standard Class,SC-20575,Steve Chapman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004569,Office Supplies,Paper,Xerox 1993,5.48,2,0,1.92
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,BM-11650,Bryan Mancini,Corporate,United States,Decatur,Illinois,62526,Central,OFF-BI-10002309,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,27.24,3,0,10.90
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,BM-11650,Bryan Mancini,Corporate,United States,Decatur,Illinois,62526,Central,OFF-BI-10003656,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,51.94,2,0,18.69
CA-2014-117415,2014-12-27,2014-12-30,First Class,AB-10015,Aaron Bergman,Consumer,United States,Orem,Utah,84057,West,TEC-PH-10004093,Technology,Phones,Panasonic KX-TS550LT Integrated Corded Telephone,194.54,7,0,48.64
CA-2016-121755,2016-01-16,2016-01-20,Second Class,SL-20050,Sandra Larson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003078,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,18.16,2,0,7.27
CA-2016-121755,2016-01-16,2016-01-20,Second Class,SL-20050,Sandra Larson,Consumer,United States,New York City,New York,10024,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.20,8,0.2,4.54
CA-2015-128329,2015-02-03,2015-02-07,Standard Class,TS-21205,Tom Stivers,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001721,Office Supplies,Binders,Avery Legal Exhibit Index Dividers,23.98,7,0.2,7.19
CA-2015-128329,2015-02-03,2015-02-07,Standard Class,TS-21205,Tom Stivers,Consumer,United States,Jackson,Michigan,49201,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,7.70,5,0.2,2.31
CA-2014-135069,2014-05-20,2014-05-25,Standard Class,RL-19615,Rick Lonsdale,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10002311,Office Supplies,Appliances,Cuisinart 12-Cup Programmable Coffee Maker,167.68,8,0,33.54
CA-2014-135069,2014-05-20,2014-05-25,Standard Class,RL-19615,Rick Lonsdale,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10004093,Technology,Phones,Panasonic KX-TS550LT Integrated Corded Telephone,194.54,7,0,48.64
US-2015-150630,2015-09-17,2015-09-21,Standard Class,GZ-14470,Guy Armstrong,Consumer,United States,Omaha,Nebraska,68144,Central,OFF-ST-10003442,Office Supplies,Storage,Sterilite Officemate Portable File Storage Box with Lid,43.78,2,0.2,8.76
US-2015-150630,2015-09-17,2015-09-21,Standard Class,GZ-14470,Guy Armstrong,Consumer,United States,Omaha,Nebraska,68144,Central,FUR-BO-10000112,Furniture,Bookcases,Bush Westfield Collection Bookcases Medium Cherry Finish,567.45,3,0,141.86
CA-2015-145342,2015-01-31,2015-02-05,Standard Class,EB-13870,Eugene Barchas,Consumer,United States,Naperville,Illinois,60540,Central,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,731.94,3,0,219.58
CA-2015-145342,2015-01-31,2015-02-05,Standard Class,EB-13870,Eugene Barchas,Consumer,United States,Naperville,Illinois,60540,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1967,892.08,6,0.2,89.21
CA-2015-145342,2015-01-31,2015-02-05,Standard Class,EB-13870,Eugene Barchas,Consumer,United States,Naperville,Illinois,60540,Central,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,19.99,4,0,7.99
CA-2017-107440,2017-02-14,2017-02-17,First Class,JO-15145,Jonathan Doherty,Consumer,United States,Eagan,Minnesota,55122,Central,TEC-PH-10004093,Technology,Phones,Panasonic KX-TS550LT Integrated Corded Telephone,194.54,7,0,48.64
US-2015-142404,2015-08-15,2015-08-19,Standard Class,CB-12235,Christine Brotherson,Consumer,United States,Jacksonville,Florida,32254,South,OFF-BI-10001721,Office Supplies,Binders,Avery Legal Exhibit Index Dividers,23.98,7,0.2,7.19
US-2015-142404,2015-08-15,2015-08-19,Standard Class,CB-12235,Christine Brotherson,Consumer,United States,Jacksonville,Florida,32254,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,45.00,6,0,16.20
CA-2014-149587,2014-09-12,2014-09-16,Standard Class,HL-15040,Henry MacKinlay,Consumer,United States,Louisville,Kentucky,40223,South,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,731.94,3,0,219.58
CA-2014-149587,2014-09-12,2014-09-16,Standard Class,HL-15040,Henry MacKinlay,Consumer,United States,Louisville,Kentucky,40223,South,OFF-PA-10002447,Office Supplies,Paper,Wirebound Message Books 5-1/2" x 4",12.96,3,0.2,4.54
CA-2014-149587,2014-09-12,2014-09-16,Standard Class,HL-15040,Henry MacKinlay,Consumer,United States,Louisville,Kentucky,40223,South,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.01
US-2016-141925,2016-05-05,2016-05-10,Standard Class,KB-16630,Ken Black,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-FA-10002958,Office Supplies,Fasteners,Staple envelope,7.70,5,0.2,2.31
CA-2017-149223,2017-09-03,2017-09-08,Standard Class,SF-19840,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10004063,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,598.18,2,0.2,59.82
CA-2017-149223,2017-09-03,2017-09-08,Standard Class,SF-19840,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.01
CA-2014-130813,2014-06-29,2014-07-03,Standard Class,JM-15655,Justin Ellison,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,2,0,41.91
CA-2014-130813,2014-06-29,2014-07-03,Standard Class,JM-15655,Justin Ellison,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10001970,Office Supplies,Paper,Rediform Voice Mail Log Books,12.96,3,0.2,4.54
US-2017-156326,2017-07-15,2017-07-18,First Class,PP-18955,Pete Armstrong,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10003645,Technology,Phones,Cisco SPA301 1-Line IP Phone,211.96,7,0.2,42.39
CA-2015-140088,2015-10-27,2015-11-01,Standard Class,AS-10225,Anna Andreadi,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10004569,Office Supplies,Paper,Xerox 1993,5.48,2,0,1.92
CA-2015-140088,2015-10-27,2015-11-01,Standard Class,AS-10225,Anna Andreadi,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10000474,Office Supplies,Binders,Avery Durable Binders,4.94,2,0.4,0.74
CA-2015-140088,2015-10-27,2015-11-01,Standard Class,AS-10225,Anna Andreadi,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10003256,Office Supplies,Paper,Xerox 1916,15.66,3,0.2,5.65
US-2016-156250,2016-12-04,2016-12-09,Standard Class,SC-20575,Steve Chapman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,Riverside Paloma Blank Pads,4.28,2,0.2,1.54
CA-2017-105816,2017-11-11,2017-11-15,Standard Class,EM-14140,Emily Phan,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000010,Furniture,Furnishings,Tenex Personal Project File with Scoop Front Design,16.48,3,0.2,2.47
CA-2017-105816,2017-11-11,2017-11-15,Standard Class,EM-14140,Emily Phan,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004738,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,54.84,3,0,27.42
CA-2017-105816,2017-11-11,2017-11-15,Standard Class,EM-14140,Emily Phan,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10001970,Office Supplies,Paper,Rediform Voice Mail Log Books,12.96,3,0.2,4.54
CA-2017-163255,2017-05-06,2017-05-11,Standard Class,PF-19165,Pete Kriz,Consumer,United States,Burlington,Vermont,5401,East,OFF-BI-10002309,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,27.24,3,0,10.90
CA-2017-163255,2017-05-06,2017-05-11,Standard Class,PF-19165,Pete Kriz,Consumer,United States,Burlington,Vermont,5401,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Simplefile Box Office Edition,16.74,2,0,3.35
US-2015-118038,2015-03-09,2015-03-12,First Class,CC-12475,Christina Vanderzanden,Consumer,United States,Sterling Heights,Michigan,48310,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.18,9,0.2,85.31
CA-2015-104399,2015-06-01,2015-06-06,Standard Class,FH-14530,Fred Hopkins,Consumer,United States,Fremont,Nebraska,68025,Central,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.42,4,0.2,68.36
CA-2015-104399,2015-06-01,2015-06-06,Standard Class,FH-14530,Fred Hopkins,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-BI-10004738,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,54.84,3,0,27.42
CA-2014-125775,2014-06-03,2014-06-06,First Class,TM-21415,Tamara Chand,Corporate,United States,Concord,North Carolina,28027,South,TEC-PH-10004093,Technology,Phones,Panasonic KX-TS550LT Integrated Corded Telephone,194.54,7,0,48.64
CA-2014-125775,2014-06-03,2014-06-06,First Class,TM-21415,Tamara Chand,Corporate,United States,Concord,North Carolina,28027,South,OFF-BI-10004738,Office Supplies,Binders,Cardinal Slant-D Ring Binder Heavy Gauge Vinyl,54.84,3,0,27.42
CA-2017-152430,2017-09-11,2017-09-16,Standard Class,SV-20755,Sanjit Chand,Consumer,United States,Henderson,Kentucky,42420,South,TEC-AC-10003832,Technology,Accessories,Verbatim 25GB 6x Blu-ray Single Layer Recordable Disc 25/Pack,113.97,9,0.2,22.79
CA-2017-152430,2017-09-11,2017-09-16,Standard Class,SV-20755,Sanjit Chand,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10003656,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,51.94,2,0,18.69
US-2017-154016,2017-07-21,2017-07-26,Standard Class,JH-15985,Janet Hutchinson,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10002447,Office Supplies,Paper,Wirebound Message Books 5-1/2" x 4",12.96,3,0.2,4.54
